"","ID","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"201907_x_at","201907_x_at","DVL3",-0.130939493249055,6.5766839799473,-1.53273977300835,0.137950335593097,0.573700641002594,-4.70746634888755
"221675_s_at","221675_s_at","CHPT1",0.457212841348622,7.33212074878183,1.5325793221661,0.137989772686896,0.573700641002594,-4.70767520745046
"207244_x_at","207244_x_at","CYP2A6",-0.131777345373486,6.7258696299884,-1.53248701927808,0.1380124639224,0.573700641002594,-4.70779534993101
"206347_at","206347_at","PDK3",-0.0527494054968063,4.40663437375312,-1.53247937434983,0.138014343446424,0.573700641002594,-4.7078053003933
"214837_at","214837_at","ALB",-0.0552879067410821,3.75410609294859,-1.53242631191312,0.138027389551109,0.573700641002594,-4.70787436413009
"207695_s_at","207695_s_at","IGSF1",0.139154012480409,5.97543458182307,1.53229698157835,0.138059191355401,0.573700641002594,-4.70804268670602
"210313_at","210313_at","LILRA4",-0.087957925367002,5.25466447076403,-1.53213527115008,0.13809896372201,0.573700641002594,-4.70825313558437
"212565_at","212565_at","STK38L",0.344964007450456,5.38986239754211,1.5321223122602,0.138102151341288,0.573700641002594,-4.70826999941971
"212043_at","212043_at","TGOLN2",0.252385526252321,7.35868320633037,1.53200154942779,0.138131859396607,0.573717096539532,-4.70842714656819
"207873_x_at","207873_x_at","SEZ6L",-0.155540640307787,6.91853938007843,-1.53184903187908,0.138169386683454,0.573748214153078,-4.70862560140139
"206589_at","206589_at","GFI1",-0.0938349973872334,5.08708766190456,-1.5317618246188,0.138190847971977,0.573748214153078,-4.70873906772981
"207684_at","207684_at","TBX6",-0.124042265998336,6.37300293672732,-1.53164757171831,0.13821896918706,0.573758064529666,-4.70888771552661
"215413_at","215413_at","EXOC7",-0.111750566298518,5.69071325708006,-1.53142585337508,0.138273554360288,0.573761220228472,-4.70917615474568
"218532_s_at","218532_s_at","RETREG1",0.233791674328578,6.71438641087767,1.53133548017246,0.13829580853028,0.573761220228472,-4.70929371392305
"221530_s_at","221530_s_at","BHLHE41",0.439619228341374,4.89519984367859,1.53123124315115,0.138321480266301,0.573761220228472,-4.70942930044439
"AFFX-r2-Bs-phe-3_at","AFFX-r2-Bs-phe-3_at",NA,-0.0606877332735367,4.50390326453309,-1.53122619057331,0.138322724725906,0.573761220228472,-4.70943587240561
"216999_at","216999_at","EPOR",-0.0761436338361845,3.85983559593513,-1.53105836462639,0.13836406577964,0.573825884564994,-4.70965415607122
"219475_at","219475_at","OSGIN1",-0.118483367138232,6.57291177428893,-1.53071804313997,0.138447929168632,0.574066841396471,-4.71009673746588
"212166_at","212166_at","XPO7",-0.16418988422809,7.35459040594232,-1.53010099572407,0.138600090430948,0.574401004199759,-4.71089899231873
"AFFX-r2-Bs-thr-M_s_at","AFFX-r2-Bs-thr-M_s_at",NA,-0.0650271938884051,3.97144587332855,-1.52988839116106,0.138652549458557,0.574401004199759,-4.71117534969458
"211893_x_at","211893_x_at","CD6",-0.0827765356279881,6.36001944407522,-1.52970888548446,0.138696854147736,0.574401004199759,-4.71140865874965
"204838_s_at","204838_s_at","MLH3",-0.11362257484742,5.37517556992481,-1.52970463837657,0.138697902537654,0.574401004199759,-4.71141417857807
"211209_x_at","211209_x_at","SH2D1A",-0.094968094327406,5.37844867043254,-1.52963763741243,0.138714442445918,0.574401004199759,-4.71150125591616
"215374_at","215374_at","PAPOLA",-0.0668038049072894,4.06749175268042,-1.52962759362276,0.138716922002289,0.574401004199759,-4.71151430899147
"213854_at","213854_at","SYNGR1",-0.097412869345936,6.97703375618033,-1.52953476852178,0.138739839874533,0.574401004199759,-4.71163494274387
"203923_s_at","203923_s_at","CYBB",-0.122919779175898,4.58235264563092,-1.52939835432841,0.138773525205333,0.574401004199759,-4.71181221329986
"215982_s_at","215982_s_at","DXO",-0.11131249273418,6.78101001638261,-1.52937835751525,0.13877846366416,0.574401004199759,-4.71183819812805
"209336_at","209336_at",NA,0.114932908699086,6.74364308276443,1.52921156719357,0.13881966017896,0.574401004199759,-4.71205492283563
"203116_s_at","203116_s_at","FECH",0.189739190464206,6.83425761401965,1.52918422922593,0.138826413496191,0.574401004199759,-4.71209044353245
"202547_s_at","202547_s_at","ARHGEF7",-0.125789082334213,5.73575944594303,-1.52913793635537,0.138837849868505,0.574401004199759,-4.71215059149134
"214724_at","214724_at","DIXDC1",0.194172011703689,6.78029350463723,1.52891112012627,0.138893894565814,0.574526202452207,-4.71244527069798
"217685_at","217685_at",NA,-0.0773124974973993,3.9249049758401,-1.5286563232696,0.138956875124613,0.574531030562975,-4.71277626004898
"218891_at","218891_at","ARMH3",0.103204612435657,7.4815529701994,1.5282566782171,0.139055706185408,0.574531030562975,-4.71329532186378
"200000_s_at","200000_s_at","PRPF8",-0.173285145369837,9.06586311567404,-1.52814175217871,0.139084137690058,0.574531030562975,-4.71344456825629
"209812_x_at","209812_x_at","CASP2",-0.104712166301875,6.33591659180931,-1.52812357940418,0.139088633879969,0.574531030562975,-4.7134681671324
"209890_at","209890_at","TSPAN5",-0.335234263890945,6.20811504572511,-1.52805078235362,0.139106646044222,0.574531030562975,-4.71356269794516
"207978_s_at","207978_s_at","NR4A3",-0.204973769442055,5.83159154289909,-1.52804575038881,0.139107891172994,0.574531030562975,-4.71356923208225
"217894_at","217894_at","KCTD3",0.129814090148666,3.92313288110041,1.52803707282482,0.139110038404271,0.574531030562975,-4.71358050008367
"201648_at","201648_at","JAK1",0.325801214748882,8.16297663490772,1.52768424581956,0.139197367082314,0.574531030562975,-4.71403860954041
"211480_s_at","211480_s_at","SLCO1A2",-0.0743004286665352,4.07769128676138,-1.52764660202339,0.139206686991269,0.574531030562975,-4.71408748106411
"220418_at","220418_at","UBASH3A",-0.101230091307301,4.75823638407755,-1.52764486475587,0.139207117118938,0.574531030562975,-4.71408973646958
"220740_s_at","220740_s_at","SLC12A6",-0.100862662518825,4.89560949055975,-1.52763538544964,0.139209464106417,0.574531030562975,-4.71410204293093
"221125_s_at","221125_s_at","KCNMB3",-0.107186603793695,6.05483343997771,-1.52756524405095,0.139226831464518,0.574531030562975,-4.71419310172375
"208043_at","208043_at",NA,-0.118216990370493,4.76918878818672,-1.52747525255596,0.139249116396858,0.574531030562975,-4.71430992529717
"209668_x_at","209668_x_at","CES2",-0.0975261475352456,7.1329489893587,-1.52744733998546,0.139256029083634,0.574531030562975,-4.71434615921288
"208880_s_at","208880_s_at","PRPF6",-0.180873057328242,8.360595746951,-1.52716054381921,0.139327071816321,0.574588776496104,-4.71471842448047
"211234_x_at","211234_x_at","ESR1",-0.0869376141200853,6.51773650025611,-1.5271411819349,0.139331869045863,0.574588776496104,-4.71474355442434
"219876_s_at","219876_s_at","GOLGA2P5",-0.0774188133128808,4.62813291306442,-1.52707856816607,0.139347383574247,0.574588776496104,-4.71482481956583
"207373_at","207373_at","HOXD10",-0.110459717485365,4.50766240236692,-1.52668341666179,0.139445327326782,0.574866451292297,-4.71533761639151
"204583_x_at","204583_x_at","KLK3",-0.0966007295943836,6.29059688672434,-1.52659874686191,0.139466321217348,0.574866451292297,-4.71544748026502
"213718_at","213718_at","RBM4",0.13271811367859,6.18826580993146,1.52604970085695,0.139602519908716,0.575048658112194,-4.71615977876919
"212340_at","212340_at","YIPF6",0.0815334151714699,6.27740316735238,1.52594151782306,0.139629369057519,0.575048658112194,-4.71630010428393
"219774_at","219774_at","CCDC93",-0.0852517957147514,4.79107679135062,-1.52580458506326,0.13966335943463,0.575048658112194,-4.71647770984857
"211698_at","211698_at","EID1",0.239797968635618,5.81427790880945,1.52567463095339,0.139695623772213,0.575048658112194,-4.71664625196036
"207634_at","207634_at","PDCD1",-0.107646405752695,5.99282619765651,-1.52534327974586,0.139777917486668,0.575048658112194,-4.7170759404618
"38707_r_at","38707_r_at","E2F4",-0.100831008009797,9.76010470135108,-1.52525223961643,0.139800534958814,0.575048658112194,-4.71719398592062
"214779_s_at","214779_s_at","SGSM3",-0.0779929623187261,7.19320482847666,-1.5251724568868,0.139820358165501,0.575048658112194,-4.7172974299879
"216972_at","216972_at","SPAM1",-0.123788080049257,4.33989528491754,-1.52513373476126,0.139829980081085,0.575048658112194,-4.71734763443678
"217114_at","217114_at","SNRNP200",-0.0914050337581509,4.59587740933606,-1.52509598623423,0.139839360591183,0.575048658112194,-4.7173965755897
"212536_at","212536_at","ATP11B",0.0948680332602061,4.87629532326413,1.52504860590589,0.139851135331299,0.575048658112194,-4.7174580030306
"214802_at","214802_at","EXOC7",-0.0963941803519504,5.7949081630506,-1.5249733046025,0.139869850528451,0.575048658112194,-4.71755562615078
"214404_x_at","214404_x_at","SPDEF",-0.0803794111956133,6.38903002992222,-1.52476750456262,0.139921009984609,0.575048658112194,-4.71782241224166
"204367_at","204367_at","SP2",0.139647020029161,5.59849577528556,1.5245349401208,0.139978841138199,0.575048658112194,-4.71812385885663
"214644_at","214644_at","H2AC15",-0.0669938081482142,4.2502946537888,-1.5245194645937,0.139982690086803,0.575048658112194,-4.71814391668428
"220618_s_at","220618_s_at","ZCWPW1",-0.0803434640944909,6.9127142183139,-1.524480620146,0.139992351545911,0.575048658112194,-4.71819426223783
"210483_at","210483_at",NA,-0.116311371701663,5.25053913901422,-1.52441275107183,0.140009233367327,0.575048658112194,-4.71828222356342
"212679_at","212679_at","TBL2",-0.104801217256796,5.57797126539932,-1.52436365932575,0.140021445533068,0.575048658112194,-4.71834584666059
"212516_at","212516_at","ARAP1",-0.185931469728926,5.6759510714292,-1.52415358682468,0.140073713430527,0.575048658112194,-4.71861808268105
"203689_s_at","203689_s_at","FMR1",0.128855676773626,7.21690100565046,1.52408072717108,0.140091845276304,0.575048658112194,-4.71871249546147
"201569_s_at","201569_s_at","SAMM50",0.143730100050997,6.23450874464764,1.52392794703749,0.140129872344692,0.575048658112194,-4.71891045867379
"203875_at","203875_at","SMARCA1",0.0956951807138555,7.24933527514984,1.52391042993991,0.140134232899266,0.575048658112194,-4.71893315523556
"212905_at","212905_at","CSTF2T",0.169361552912705,6.2427615473396,1.52365568748301,0.140197658797483,0.575048658112194,-4.71926319615105
"216966_at","216966_at","ITGA2B",-0.0819635755376735,4.12460866180126,-1.52358983302662,0.140214059082106,0.575048658112194,-4.71934850902134
"219465_at","219465_at","APOA2",-0.168932602575374,4.25979825172504,-1.52351948369988,0.140231580491452,0.575048658112194,-4.71943964158367
"218687_s_at","218687_s_at","MUC13",-0.100907812699439,5.32976701579268,-1.52349693982963,0.140237195711846,0.575048658112194,-4.71946884484604
"212874_at","212874_at","APOE",-0.104641619482806,5.27057678372747,-1.52347877149576,0.140241721208492,0.575048658112194,-4.7194923797965
"215878_at","215878_at",NA,-0.0633666435496165,3.74370923924391,-1.52312191082702,0.140330634742673,0.575048658112194,-4.71995460486939
"216956_s_at","216956_s_at","ITGA2B",-0.123801857098687,5.69620127980891,-1.52303627092497,0.140351979174958,0.575048658112194,-4.72006551719019
"214359_s_at","214359_s_at","HSP90AB1",-0.215332791129915,9.54479839990603,-1.52292788417438,0.14037899670855,0.575048658112194,-4.72020588172185
"219115_s_at","219115_s_at","IL20RA",-0.0807546983248657,3.82444574723041,-1.52279320989637,0.140412572838971,0.575048658112194,-4.72038027820326
"208466_at","208466_at","RAB3D",-0.0918130216316353,6.07792163539585,-1.52272010058959,0.140430802728274,0.575048658112194,-4.72047494587267
"204558_at","204558_at","RAD54L",-0.124098144407463,5.68617989408058,-1.52268606751796,0.140439289572367,0.575048658112194,-4.7205190133073
"209046_s_at","209046_s_at","GABARAPL2",0.161972682878975,9.44433353552674,1.52263449236721,0.140452151691174,0.575048658112194,-4.72058579343114
"208785_s_at","208785_s_at","MAP1LC3B",0.225805169079255,7.6413748470002,1.52255299270719,0.140472478522132,0.575048658112194,-4.72069131642641
"211360_s_at","211360_s_at","ITPR2",-0.100442375487837,6.02272004606805,-1.52220359262919,0.140559649604142,0.575048658112194,-4.72114365584461
"201982_s_at","201982_s_at","PAPPA",-0.115272687177859,6.26186268401516,-1.52219195745063,0.140562553199248,0.575048658112194,-4.72115871749957
"201510_at","201510_at","ELF3",-0.101483570014335,4.95740365444967,-1.52205471671305,0.140596805746478,0.575048658112194,-4.72133636759613
"211823_s_at","211823_s_at","PXN",-0.188782835443088,5.01064475723119,-1.52196187656433,0.140619980654695,0.575048658112194,-4.72145653635906
"210028_s_at","210028_s_at","ORC3",0.148159483788948,6.36676887420618,1.52177087021058,0.140667669771501,0.575048658112194,-4.72170374901799
"214631_at","214631_at","ZBTB33",-0.0623161767695479,3.56208622786905,-1.52176101447018,0.140670130841051,0.575048658112194,-4.72171650426531
"211129_x_at","211129_x_at","EDA",-0.114992137856053,5.29900435974725,-1.5217438746555,0.140674410894992,0.575048658112194,-4.7217386863635
"221006_s_at","221006_s_at","SNX27",-0.1650805788858,7.41028881692266,-1.52163490153631,0.140701625507837,0.575048658112194,-4.72187971304145
"211456_x_at","211456_x_at","MT1HL1",0.193940603761535,9.14155252553185,1.52142846521696,0.140753192056415,0.575048658112194,-4.72214684845371
"204371_s_at","204371_s_at","KHSRP",-0.121423668570938,6.12944071443656,-1.52128359978791,0.140789387772073,0.575048658112194,-4.72233429153348
"207613_s_at","207613_s_at","CAMK2A",-0.070462382762118,5.50390584000247,-1.52114259837843,0.140824625324704,0.575048658112194,-4.7225167209978
"201884_at","201884_at","CEACAM5",-0.0771802440718927,5.29898657024225,-1.52113633730105,0.140826190192486,0.575048658112194,-4.72252482134314
"201228_s_at","201228_s_at","ARIH2",-0.0585507829460514,5.18340519101212,-1.52113221706641,0.140827219994627,0.575048658112194,-4.72253015193226
"220056_at","220056_at","IL22RA1",-0.0957886293161883,5.10020164211453,-1.52104471087307,0.140849092545561,0.575048658112194,-4.7226433610569
"205872_x_at","205872_x_at","PDE4DIP",0.537545161064484,6.66446332460806,1.52102664122859,0.140853609476393,0.575048658112194,-4.72266673758513
"205417_s_at","205417_s_at","DAG1",0.378715108672155,8.73536753947336,1.52087685896306,0.140891055610645,0.575048658112194,-4.72286050080551
"215406_at","215406_at",NA,-0.0717275674119433,4.59195840712803,-1.52086423963456,0.140894210861451,0.575048658112194,-4.72287682487253
"220992_s_at","220992_s_at","TRMT1L",0.119191544779337,3.88726646553046,1.52084563217627,0.140898863448527,0.575048658112194,-4.72290089484301
"210268_at","210268_at","NFX1",-0.0689844981337369,3.99846635340578,-1.52068002376109,0.140940277503681,0.575048658112194,-4.72311510968051
"209055_s_at","209055_s_at","CDC5L",-0.188144982650334,6.37582589072343,-1.52058860232627,0.140963143712747,0.575048658112194,-4.72323335538701
"214450_at","214450_at","CTSW",-0.100147892089169,7.09740755804788,-1.52058478263405,0.14096409915499,0.575048658112194,-4.7232382957024
"213021_at","213021_at","GOSR1",0.105542606401441,5.77705463556583,1.52048217076585,0.140989768046271,0.575048658112194,-4.723371008119
"213732_at","213732_at","TCF3",-0.0798575615476249,4.63984801234555,-1.52044173208768,0.140999885038602,0.575048658112194,-4.72342330723228
"213440_at","213440_at","RAB1A",0.102937114885841,7.57765456007881,1.52030273199713,0.141034664747252,0.575048658112194,-4.72360306664793
"208683_at","208683_at","CAPN2",0.445041239044397,8.62883379672816,1.52028250399575,0.141039726650779,0.575048658112194,-4.72362922504162
"211442_x_at","211442_x_at","CYP3A43",-0.102482566047147,5.18808105793027,-1.52020580121947,0.141058922283411,0.575048658112194,-4.72372841276861
"219657_s_at","219657_s_at","KLF3",-0.0918252228102627,6.80373531220982,-1.52000949561666,0.14110805941722,0.575143751233569,-4.72398224565076
"206710_s_at","206710_s_at","EPB41L3",0.306335172801796,6.13142481085972,1.5198819092174,0.14114000297339,0.575168742914418,-4.72414720692054
"220697_at","220697_at",NA,-0.0608846291129646,3.53309118364976,-1.51915105661462,0.141323098757802,0.575656549113018,-4.72509193709609
"214280_x_at","214280_x_at","HNRNPA1",-0.253110963530133,8.59164447140029,-1.51905021133891,0.141348378071859,0.575656549113018,-4.72522226487547
"215201_at","215201_at","REPS1",-0.0580752412462395,3.98967492173355,-1.5190412489961,0.141350624878815,0.575656549113018,-4.72523384705357
"212755_at","212755_at","MON2",-0.0919584106080737,4.37495129918752,-1.51895326136501,0.141372684409847,0.575656549113018,-4.7253475519205
"220117_at","220117_at","ZNF385D",-0.0663493913141844,4.1998721955312,-1.51864444137633,0.141450131417689,0.575656549113018,-4.72574659221044
"211402_x_at","211402_x_at","NR6A1",-0.117631497612542,4.92865112831288,-1.51852561194392,0.141479941111733,0.575656549113018,-4.72590011953867
"200855_at","200855_at","NCOR1",-0.0913577362126672,5.58684722977042,-1.51848444314765,0.141490269959834,0.575656549113018,-4.72595330724357
"201975_at","201975_at","CLIP1",0.211120629893642,5.19625697497003,1.51815259892873,0.141573548876471,0.575656549113018,-4.7263819880085
"217969_at","217969_at","VPS51",-0.29394559314178,9.00705911211247,-1.51808004181463,0.141591762977218,0.575656549113018,-4.72647570810906
"212963_at","212963_at","TM2D1",-0.104222754782358,5.45992968537823,-1.51806884796913,0.141594573151962,0.575656549113018,-4.72649016657844
"216182_at","216182_at","SYNJ2",-0.107264323803597,6.04860220693147,-1.51804732187405,0.141599977328664,0.575656549113018,-4.72651797039808
"221640_s_at","221640_s_at","PIDD1",-0.0923155623365854,4.44385161878424,-1.51798324982028,0.141616063763167,0.575656549113018,-4.72660072609574
"208793_x_at","208793_x_at","SMARCA4",-0.22437610704993,8.03927028604761,-1.51766861053102,0.141695081201782,0.575656549113018,-4.72700707415367
"203051_at","203051_at","BAHD1",-0.0996621109619946,7.24227541951142,-1.51761659216675,0.14170814837757,0.575656549113018,-4.7270742478581
"201683_x_at","201683_x_at","TOX4",-0.128611046930456,6.27159013968129,-1.51754763266349,0.141725472734547,0.575656549113018,-4.72716329554953
"218461_at","218461_at","GPN3",0.0808647236402376,5.37594041738314,1.51748059980054,0.141742314725702,0.575656549113018,-4.72724985221057
"210663_s_at","210663_s_at","KYNU",-0.0956599493431263,5.61116965105107,-1.51737159759271,0.141769704987874,0.575656549113018,-4.72739059545221
"209945_s_at","209945_s_at","GSK3B",-0.146959019912765,6.01072686408617,-1.51736169307225,0.141772194026584,0.575656549113018,-4.72740338372463
"215170_s_at","215170_s_at","CEP152",-0.0658245205922583,3.69542708800746,-1.51733120092504,0.141779857027516,0.575656549113018,-4.7274427533911
"40225_at","40225_at","GAK",-0.0920936774749483,7.5849315204408,-1.51729968050873,0.141787778798251,0.575656549113018,-4.72748345002225
"220753_s_at","220753_s_at","CRYL1",0.118351871203679,6.30427105308948,1.51724223575416,0.141802216850575,0.575656549113018,-4.72755761631068
"221842_s_at","221842_s_at","ZNF131",-0.148976557757908,5.89411335545312,-1.5170317005284,0.141855142606053,0.575693908357622,-4.72782941650675
"217664_at","217664_at",NA,-0.087220901172544,5.22329434700856,-1.5169469646694,0.141876448617034,0.575693908357622,-4.72793880153438
"215304_at","215304_at",NA,-0.146671438118448,5.59740622410774,-1.51646508515366,0.141997662143246,0.575693908357622,-4.7285607625685
"201769_at","201769_at","CLINT1",0.0876501794261069,6.93235033672396,1.51646016236789,0.141998900871952,0.575693908357622,-4.72856711557047
"219769_at","219769_at","INCENP",-0.063016187340831,6.28167330426928,-1.51640515278208,0.142012743623795,0.575693908357622,-4.72863810594256
"216544_at","216544_at","RBMY2FP",-0.104168891406741,4.4822302197728,-1.51632335843811,0.142033328593236,0.575693908357622,-4.72874365841866
"210340_s_at","210340_s_at","CSF2RA",-0.117786879856946,4.73577762835157,-1.51619476960713,0.142065695124881,0.575693908357622,-4.72890958803442
"218046_s_at","218046_s_at","MRPS16",-0.20533230499007,6.82879613948107,-1.51591396719508,0.142136395561791,0.575693908357622,-4.72927189261529
"210118_s_at","210118_s_at","IL1A",-0.0828684512086157,4.47869061997502,-1.51591346357491,0.142136522389036,0.575693908357622,-4.72927254236089
"215635_at","215635_at",NA,-0.0524910348436438,3.54111904883422,-1.51586529553,0.142148653029209,0.575693908357622,-4.72933468555652
"212907_at","212907_at","SLC30A1",0.396622502115052,7.42634833443068,1.51584361317909,0.142154113787646,0.575693908357622,-4.72936265815406
"212091_s_at","212091_s_at","COL6A1",0.384577637342725,6.6436064308437,1.51576188139169,0.142174699694743,0.575693908357622,-4.72946809814982
"211956_s_at","211956_s_at","EIF1",-0.139446750028124,11.0101980212712,-1.51565783398961,0.142200909782985,0.575693908357622,-4.72960232023595
"213404_s_at","213404_s_at","RHEB",0.287420553641883,7.44074501838291,1.51547174346817,0.142247796781239,0.575693908357622,-4.7298423600033
"208006_at","208006_at","FOXI1",-0.102857152342844,4.97677245093263,-1.51537635288249,0.14227183608613,0.575693908357622,-4.72996539585067
"220287_at","220287_at","ADAMTS9",-0.1453535564671,6.55523631795494,-1.51533015164895,0.142283480411512,0.575693908357622,-4.73002498445618
"217000_at","217000_at",NA,-0.0933499391322661,4.7310485145483,-1.51527555337927,0.142297242084313,0.575693908357622,-4.73009540133714
"221200_at","221200_at","ERVK3-2",-0.0773277020732932,4.05288421176943,-1.51526797546951,0.14229915220699,0.575693908357622,-4.73010517461146
"216684_s_at","216684_s_at","SS18",-0.121888279201744,5.21549631844103,-1.51525550606493,0.142302295347744,0.575693908357622,-4.73012125638861
"201867_s_at","201867_s_at","TBL1X",-0.101190687722276,4.81355140947257,-1.515097642776,0.142342092558394,0.575750380918261,-4.7303248431903
"221460_at","221460_at","OR2C1",-0.133996774892743,6.0982396480104,-1.5146886299259,0.142445246553598,0.575812035132877,-4.73085224224917
"220821_at","220821_at","GALR1",-0.0747282209128581,4.17531541476637,-1.51465506415154,0.142453714623106,0.575812035132877,-4.73089551828489
"220854_at","220854_at",NA,-0.0732072751884676,3.92284383705518,-1.51461428151062,0.142464003936098,0.575812035132877,-4.73094809790888
"207225_at","207225_at","AANAT",-0.0577404282965412,4.38497211719893,-1.51452529753098,0.142486456374099,0.575812035132877,-4.73106281782579
"214971_s_at","214971_s_at","ST6GAL1",-0.151557386464482,4.72418748478297,-1.51446893707942,0.142500678734206,0.575812035132877,-4.73113547600556
"205185_at","205185_at","SPINK5",-0.105343151632158,6.55205869531757,-1.51433532445353,0.142534400026399,0.575812035132877,-4.7313077165516
"207588_at","207588_at",NA,-0.0605197716050152,3.45126134042121,-1.51432018508648,0.142538221325358,0.575812035132877,-4.73132723198782
"214235_at","214235_at","CYP3A5",-0.066363458781896,5.28730954657524,-1.51421387252394,0.142565057828241,0.575816056477557,-4.7314642699732
"57739_at","57739_at","DND1",-0.0959958878771392,6.29995688260898,-1.51394303150086,0.142633444881931,0.57585936108488,-4.73181335146876
"208781_x_at","208781_x_at","SNX3",0.232116281811866,9.00112480740956,1.51387205559255,0.142651370636257,0.57585936108488,-4.73190482247587
"213747_at","213747_at",NA,-0.0909794907542452,4.6428160899869,-1.51386438319754,0.142653308494751,0.57585936108488,-4.73191471015305
"207689_at","207689_at","TBX10",-0.108448892690699,4.39576105533096,-1.51342763331199,0.142763656136718,0.576200425592192,-4.73247749741604
"213554_s_at","213554_s_at","CDV3",-0.0978034344321816,6.55151715022463,-1.51300748675997,0.142869874425835,0.576524703337718,-4.73301876526895
"203801_at","203801_at","MRPS14",0.161077216559749,4.11450490507907,1.51289465535077,0.142898410571747,0.576535448627602,-4.73316410327772
"203024_s_at","203024_s_at","C5orf15",0.311432947046106,7.58631751528186,1.51242002132763,0.143018500894414,0.576807269286857,-4.73377538222802
"217805_at","217805_at","ILF3",-0.327209985982121,6.57832156877991,-1.5123762051999,0.143029591246857,0.576807269286857,-4.73383180494515
"216881_x_at","216881_x_at","PRB4",-0.0864871953641035,6.69378593398792,-1.51230334116633,0.1430480354997,0.576807269286857,-4.7339256301621
"220933_s_at","220933_s_at","TUT7",-0.11306776014831,6.70161248268174,-1.51221924500517,0.143069325375778,0.576807269286857,-4.73403391413899
"220601_at","220601_at","PHAF1",-0.0993028000110998,4.44536182795663,-1.51208583887758,0.143103103908521,0.576839085454699,-4.73420568060665
"221306_at","221306_at","GPR27",-0.116909920666374,6.63719597108174,-1.51162325973707,0.143220279585673,0.577206997650125,-4.73480117679342
"212410_at","212410_at","MICU2",0.255246526594617,6.79891201924899,1.51138385788837,0.143280953003245,0.577312630948742,-4.73510930989787
"214307_at","214307_at","HGD",-0.0939619225135853,4.01331930061926,-1.51131540093413,0.14329830641195,0.577312630948742,-4.73519741324885
"207405_s_at","207405_s_at","RAD17",0.083303906799455,4.34453591522081,1.51115871519028,0.143338031704313,0.577368286418511,-4.73539905385899
"207316_at","207316_at","HAS1",-0.111024909240879,5.14575543304612,-1.51104413059695,0.143367088562794,0.577380956885007,-4.73554650326004
"214879_x_at","214879_x_at","USF2",-0.0789512697437704,8.25997884558934,-1.51079298459239,0.143430792025566,0.577473154662682,-4.73586965036342
"207531_at","207531_at","CRYGC",-0.119885754488626,5.58931505461332,-1.51072152975763,0.14344892083263,0.577473154662682,-4.73596158260775
"220262_s_at","220262_s_at","DLK2",-0.165263396137763,6.50424503194494,-1.51064740871656,0.143467728053341,0.577473154662682,-4.73605694139447
"214694_at","214694_at","MPRIP",-0.140194601766014,6.9985199912216,-1.51026248314218,0.143565430030712,0.577477068914865,-4.73655209761676
"221420_at","221420_at",NA,-0.0694846925016397,3.55538367423211,-1.51024534717878,0.143569780746934,0.577477068914865,-4.73657413839526
"206979_at","206979_at","C8B",-0.0876864210965538,6.28606516177421,-1.51021100465763,0.143578500425823,0.577477068914865,-4.73661831013974
"214951_at","214951_at","SLC26A10",-0.150503604327366,6.68325814697657,-1.51018984160041,0.143583874010147,0.577477068914865,-4.73664552989926
"213876_x_at","213876_x_at","ZRSR2",-0.119765207586616,6.52723339800361,-1.51003569332014,0.14362301926519,0.577477068914865,-4.73684378484654
"220967_s_at","220967_s_at","ZNF696",-0.121118384785676,5.13957038524861,-1.50999045798306,0.143634508221355,0.577477068914865,-4.7369019603073
"214084_x_at","214084_x_at","NCF1",-0.0694313373629649,4.76466353299531,-1.5099290354273,0.143650109634928,0.577477068914865,-4.73698095126747
"206276_at","206276_at","LY6D",-0.0687687615797552,5.24871679956415,-1.50977752417953,0.14368859959573,0.577527609089405,-4.73717578737522
"219059_s_at","219059_s_at","LYVE1",-0.214584998124821,5.73644032708822,-1.50950054536572,0.143758985064618,0.577706305535595,-4.73753192751722
"204352_at","204352_at","TRAF5",0.218806547344226,5.6677798280868,1.50932037836673,0.143804783906623,0.577786152144119,-4.73776355818537
"209353_s_at","209353_s_at","FAM163A",-0.0727328245384085,5.17813799267734,-1.50896113043363,0.143896140943402,0.577972956679824,-4.73822535600472
"202130_at","202130_at","RIOK3",0.213185069305815,7.75979322897568,1.50893356328845,0.143903153240572,0.577972956679824,-4.7382607886888
"214552_s_at","214552_s_at","RABEP1",-0.202633787885382,5.92032155883585,-1.50881554329974,0.143933177309551,0.577987360313677,-4.73841247652622
"216641_s_at","216641_s_at","LAD1",-0.124725427262186,6.33712685420288,-1.50867443171381,0.143969082527333,0.577987360313677,-4.73859383066957
"210115_at","210115_at","RPL39L",-0.115987542494137,5.40256613818194,-1.50811463322546,0.144111592561897,0.577987360313677,-4.73931313774761
"203078_at","203078_at","CUL2",0.0872026812220947,3.48378240650698,1.50808411655103,0.144119364604732,0.577987360313677,-4.73935234357024
"214214_s_at","214214_s_at","C1QBP",0.230203311597212,6.64766098412215,1.5080584809095,0.144125893800603,0.577987360313677,-4.73938527806219
"202732_at","202732_at","PKIG",0.284545736393272,7.78147774071536,1.5080508792677,0.144127829925109,0.577987360313677,-4.73939504391737
"203054_s_at","203054_s_at","TCTA",0.136368598507969,7.25221282408732,1.50801994444405,0.144135709187314,0.577987360313677,-4.73943478557721
"204877_s_at","204877_s_at","TAOK2",-0.0755297370497141,4.55689095318229,-1.50800887118428,0.144138529689936,0.577987360313677,-4.73944901112231
